State,County FIPS Code,County or Equivalent,Seat
Tennessee,47049,Fentress County,Jamestown
Tennessee,47051,Franklin County,Winchester
Tennessee,47053,Gibson County,Trenton
Tennessee,47055,Giles County,Pulaski
Tennessee,47057,Grainger County,Rutledge
Tennessee,47059,Greene County,Greeneville
Tennessee,47061,Grundy County,Altamont
Tennessee,47063,Hamblen County,Morristown
Tennessee,47065,Hamilton County,Chattanooga
Tennessee,47067,Hancock County,Sneedville
Tennessee,47069,Hardeman County,Bolivar
Tennessee,47071,Hardin County,Savannah
Tennessee,47073,Hawkins County,Rogersville
Tennessee,47075,Haywood County,Brownsville
Tennessee,47077,Henderson County,Lexington
Tennessee,47079,Henry County,Paris
Tennessee,47081,Hickman County,Centerville
Tennessee,47083,Houston County,Erin
Tennessee,47085,Humphreys County,Waverly
Tennessee,47087,Jackson County,Gainesboro
Tennessee,47089,Jefferson County,Dandridge
Tennessee,47091,Johnson County,Mountain City
Tennessee,47093,Knox County,Knoxville
Tennessee,47095,Lake County,Tiptonville
Tennessee,47097,Lauderdale County,Ripley
Tennessee,47099,Lawrence County,Lawrenceburg
Tennessee,47101,Lewis County,Hohenwald
Tennessee,47103,Lincoln County,Fayetteville
Tennessee,47105,Loudon County,Loudon
Tennessee,47111,Macon County,Lafayette
Tennessee,47113,Madison County,Jackson
Tennessee,47115,Marion County,Jasper
Tennessee,47117,Marshall County,Lewisburg
Tennessee,47119,Maury County,Columbia
Tennessee,47107,McMinn County,Athens
Tennessee,47109,McNairy County,Selmer
Tennessee,47121,Meigs County,Decatur
Tennessee,47123,Monroe County,Madisonville
Tennessee,47125,Montgomery County,Clarksville
Tennessee,47127,Moore County,Lynchburg
Tennessee,47129,Morgan County,Wartburg
Tennessee,47131,Obion County,Union City
Tennessee,47133,Overton County,Livingston
Tennessee,47135,Perry County,Linden
Tennessee,47137,Pickett County,Byrdstown
Tennessee,47139,Polk County,Benton
Tennessee,47141,Putnam County,Cookeville
Tennessee,47143,Rhea County,Dayton
Tennessee,47145,Roane County,Kingston
Tennessee,47147,Robertson County,Springfield
Tennessee,47149,Rutherford County,Murfreesboro
Tennessee,47151,Scott County,Huntsville
Tennessee,47153,Sequatchie County,Dunlap
Tennessee,47155,Sevier County,Sevierville
Tennessee,47157,Shelby County,Memphis
Tennessee,47159,Smith County,Carthage
Tennessee,47161,Stewart County,Dover
Tennessee,47163,Sullivan County,Blountville
Tennessee,47165,Sumner County,Gallatin
Tennessee,47167,Tipton County,Covington
Tennessee,47169,Trousdale County,Hartsville
Tennessee,47171,Unicoi County,Erwin
Tennessee,47173,Union County,Maynardville
Tennessee,47175,Van Buren County,Spencer
Tennessee,47177,Warren County,McMinnville
Tennessee,47179,Washington County,Jonesborough
Tennessee,47181,Wayne County,Waynesboro
Tennessee,47183,Weakley County,Dresden
Tennessee,47185,White County,Sparta
Tennessee,47187,Williamson County,Franklin
Tennessee,47189,Wilson County,Lebanon
Texas,48001,Anderson County,Palestine
Texas,48003,Andrews County,Andrews
Texas,48005,Angelina County,Lufkin
Texas,48007,Aransas County,Rockport
Texas,48009,Archer County,Archer City
Texas,48011,Armstrong County,Claude
Texas,48013,Atascosa County,Jourdanton
Texas,48015,Austin County,Bellville
Texas,48017,Bailey County,Muleshoe
Texas,48019,Bandera County,Bandera
Texas,48021,Bastrop County,Bastrop
Texas,48023,Baylor County,Seymour
Texas,48025,Bee County,Beeville
Texas,48027,Bell County,Belton
Texas,48029,Bexar County,San Antonio
Texas,48031,Blanco County,Johnson City
Texas,48033,Borden County,Gail
Texas,48035,Bosque County,Meridian
Texas,48037,Bowie County,New Boston
Texas,48039,Brazoria County,Angleton
Texas,48041,Brazos County,Bryan
Texas,48043,Brewster County,Alpine
Texas,48045,Briscoe County,Silverton
Texas,48047,Brooks County,Falfurrias
Texas,48049,Brown County,Brownwood
Texas,48051,Burleson County,Caldwell
Texas,48053,Burnet County,Burnet
Texas,48055,Caldwell County,Lockhart
Texas,48057,Calhoun County,Port Lavaca
Texas,48059,Callahan County,Baird
Texas,48061,Cameron County,Brownsville
Texas,48063,Camp County,Pittsburg
Texas,48065,Carson County,Panhandle
Texas,48067,Cass County,Linden
Texas,48069,Castro County,Dimmitt
Texas,48071,Chambers County,Anahuac
Texas,48073,Cherokee County,Rusk
Texas,48075,Childress County,Childress
Texas,48077,Clay County,Henrietta
Texas,48079,Cochran County,Morton
Texas,48081,Coke County,Robert Lee
Texas,48083,Coleman County,Coleman
Texas,48085,Collin County,McKinney
Texas,48087,Collingsworth County,Wellington
Texas,48089,Colorado County,Columbus
Texas,48091,Comal County,New Braunfels
Texas,48093,Comanche County,Comanche
Texas,48095,Concho County,Paint Rock
Texas,48097,Cooke County,Gainesville
Texas,48099,Coryell County,Gatesville
Texas,48101,Cottle County,Paducah
Texas,48103,Crane County,Crane
Texas,48105,Crockett County,Ozona
Texas,48107,Crosby County,Crosbyton
Texas,48109,Culberson County,Van Horn
Texas,48111,Dallam County,Dalhart
Texas,48113,Dallas County,Dallas
Texas,48115,Dawson County,Lamesa
Texas,48117,Deaf Smith County,Hereford
Texas,48119,Delta County,Cooper
Texas,48121,Denton County,Denton
Texas,48123,DeWitt County,Cuero
Texas,48125,Dickens County,Dickens
Texas,48127,Dimmit County,Carrizo Springs
Texas,48129,Donley County,Clarendon
Texas,48131,Duval County,San Diego
Texas,48133,Eastland County,Eastland
Texas,48135,Ector County,Odessa
Texas,48137,Edwards County,Rocksprings
Texas,48141,El Paso County,El Paso
Texas,48139,Ellis County,Waxahachie
Texas,48143,Erath County,Stephenville
Texas,48145,Falls County,Marlin
Texas,48147,Fannin County,Bonham
Texas,48149,Fayette County,La Grange
Texas,48151,Fisher County,Roby
Texas,48153,Floyd County,Floydada
Texas,48155,Foard County,Crowell
Texas,48157,Fort Bend County,Richmond
Texas,48159,Franklin County,Mount Vernon
Texas,48161,Freestone County,Fairfield
Texas,48163,Frio County,Pearsall
Texas,48165,Gaines County,Seminole
Texas,48167,Galveston County,Galveston
Texas,48169,Garza County,Post
Texas,48171,Gillespie County,Fredericksburg
Texas,48173,Glasscock County,Garden City
Texas,48175,Goliad County,Goliad
Texas,48177,Gonzales County,Gonzales
Texas,48179,Gray County,Pampa
Texas,48181,Grayson County,Sherman
Texas,48183,Gregg County,Longview
Texas,48185,Grimes County,Anderson
Texas,48187,Guadalupe County,Seguin
Texas,48189,Hale County,Plainview
Texas,48191,Hall County,Memphis
Texas,48193,Hamilton County,Hamilton
Texas,48195,Hansford County,Spearman
Texas,48197,Hardeman County,Quanah
Texas,48199,Hardin County,Kountze
Texas,48201,Harris County,Houston
Texas,48203,Harrison County,Marshall
Texas,48205,Hartley County,Channing
Texas,48207,Haskell County,Haskell
Texas,48209,Hays County,San Marcos
Texas,48211,Hemphill County,Canadian
Texas,48213,Henderson County,Athens
Texas,48215,Hidalgo County,Edinburg
Texas,48217,Hill County,Hillsboro
Texas,48219,Hockley County,Levelland
Texas,48221,Hood County,Granbury
Texas,48223,Hopkins County,Sulphur Springs
Texas,48225,Houston County,Crockett
Texas,48227,Howard County,Big Spring
Texas,48229,Hudspeth County,Sierra Blanca
Texas,48231,Hunt County,Greenville
Texas,48233,Hutchinson County,Stinnett
Texas,48235,Irion County,Mertzon
Texas,48237,Jack County,Jacksboro
Texas,48239,Jackson County,Edna
Texas,48241,Jasper County,Jasper
Texas,48243,Jeff Davis County,Fort Davis
Texas,48245,Jefferson County,Beaumont
Texas,48247,Jim Hogg County,Hebbronville
Texas,48249,Jim Wells County,Alice
Texas,48251,Johnson County,Cleburne
Texas,48253,Jones County,Anson
Texas,48255,Karnes County,Karnes City
Texas,48257,Kaufman County,Kaufman
Texas,48259,Kendall County,Boerne
Texas,48261,Kenedy County,Sarita
Texas,48263,Kent County,Jayton
Texas,48265,Kerr County,Kerrville
Texas,48267,Kimble County,Junction
Texas,48269,King County,Guthrie
Texas,48271,Kinney County,Brackettville
Texas,48273,Kleberg County,Kingsville
Texas,48275,Knox County,Benjamin
Texas,48283,La Salle County,Cotulla
Texas,48277,Lamar County,Paris
Texas,48279,Lamb County,Littlefield
Texas,48281,Lampasas County,Lampasas
Texas,48285,Lavaca County,Hallettsville
Texas,48287,Lee County,Giddings
Texas,48289,Leon County,Centerville
Texas,48291,Liberty County,Liberty
Texas,48293,Limestone County,Groesbeck
Texas,48295,Lipscomb County,Lipscomb
Texas,48297,Live Oak County,George West
Texas,48299,Llano County,Llano
Texas,48301,Loving County,Mentone
Texas,48303,Lubbock County,Lubbock
Texas,48305,Lynn County,Tahoka
Texas,48313,Madison County,Madisonville
Texas,48315,Marion County,Jefferson
Texas,48317,Martin County,Stanton
Texas,48319,Mason County,Mason
Texas,48321,Matagorda County,Bay City
Texas,48323,Maverick County,Eagle Pass
Texas,48307,McCulloch County,Brady
Texas,48309,McLennan County,Waco
Texas,48311,McMullen County,Tilden
Texas,48325,Medina County,Hondo
Texas,48327,Menard County,Menard
Texas,48329,Midland County,Midland
Texas,48331,Milam County,Cameron
Texas,48333,Mills County,Goldthwaite
Texas,48335,Mitchell County,Colorado City
Texas,48337,Montague County,Montague
Texas,48339,Montgomery County,Conroe
Texas,48341,Moore County,Dumas
Texas,48343,Morris County,Daingerfield
Texas,48345,Motley County,Matador
Texas,48347,Nacogdoches County,Nacogdoches
Texas,48349,Navarro County,Corsicana
Texas,48351,Newton County,Newton
Texas,48353,Nolan County,Sweetwater
Texas,48355,Nueces County,Corpus Christi
Texas,48357,Ochiltree County,Perryton
Texas,48359,Oldham County,Vega
Texas,48361,Orange County,Orange
Texas,48363,Palo Pinto County,Palo Pinto
Texas,48365,Panola County,Carthage
Texas,48367,Parker County,Weatherford
Texas,48369,Parmer County,Farwell
Texas,48371,Pecos County,Fort Stockton
Texas,48373,Polk County,Livingston
Texas,48375,Potter County,Amarillo
Texas,48377,Presidio County,Marfa
Texas,48379,Rains County,Emory
Texas,48381,Randall County,Canyon
Texas,48383,Reagan County,Big Lake
Texas,48385,Real County,Leakey
Texas,48387,Red River County,Clarksville
Texas,48389,Reeves County,Pecos
Texas,48391,Refugio County,Refugio
Texas,48393,Roberts County,Miami
Texas,48395,Robertson County,Franklin
Texas,48397,Rockwall County,Rockwall
Texas,48399,Runnels County,Ballinger
Texas,48401,Rusk County,Henderson
Texas,48403,Sabine County,Hemphill
Texas,48405,San Augustine County,San Augustine
Texas,48407,San Jacinto County,Coldspring
Texas,48409,San Patricio County,Sinton
Texas,48411,San Saba County,San Saba
Texas,48413,Schleicher County,Eldorado
Texas,48415,Scurry County,Snyder
Texas,48417,Shackelford County,Albany
Texas,48419,Shelby County,Center
Texas,48421,Sherman County,Stratford
Texas,48423,Smith County,Tyler
Texas,48425,Somervell County,Glen Rose
Texas,48427,Starr County,Rio Grande City
Texas,48429,Stephens County,Breckenridge
Texas,48431,Sterling County,Sterling City
Texas,48433,Stonewall County,Aspermont
Texas,48435,Sutton County,Sonora
Texas,48437,Swisher County,Tulia
Texas,48439,Tarrant County,Fort Worth
Texas,48441,Taylor County,Abilene
Texas,48443,Terrell County,Sanderson
Texas,48445,Terry County,Brownfield
Texas,48447,Throckmorton County,Throckmorton
Texas,48449,Titus County,Mount Pleasant
Texas,48451,Tom Green County,San Angelo
Texas,48453,Travis County,Austin
Texas,48455,Trinity County,Groveton
Texas,48457,Tyler County,Woodville
Texas,48459,Upshur County,Gilmer
Texas,48461,Upton County,Rankin
Texas,48463,Uvalde County,Uvalde
Texas,48465,Val Verde County,Del Rio
Texas,48467,Van Zandt County,Canton
Texas,48469,Victoria County,Victoria
Texas,48471,Walker County,Huntsville
Texas,48473,Waller County,Hempstead
Texas,48475,Ward County,Monahans
Texas,48477,Washington County,Brenham
Texas,48479,Webb County,Laredo
Texas,48481,Wharton County,Wharton
Texas,48483,Wheeler County,Wheeler
Texas,48485,Wichita County,Wichita Falls
Texas,48487,Wilbarger County,Vernon
Texas,48489,Willacy County,Raymondville
Texas,48491,Williamson County,Georgetown
Texas,48493,Wilson County,Floresville
Texas,48495,Winkler County,Kermit
Texas,48497,Wise County,Decatur
Texas,48499,Wood County,Quitman
Texas,48501,Yoakum County,Plains
Texas,48503,Young County,Graham
Texas,48505,Zapata County,Zapata
Texas,48507,Zavala County,Crystal City
Utah,49001,Beaver County,Beaver
Utah,49003,Box Elder County,Brigham City
Utah,49005,Cache County,Logan
Utah,49007,Carbon County,Price
Utah,49009,Daggett County,Manila
Utah,49011,Davis County,Farmington
Utah,49013,Duchesne County,Duchesne
Utah,49015,Emery County,Castle Dale
Utah,49017,Garfield County,Panguitch
Utah,49019,Grand County,Moab
Utah,49021,Iron County,Parowan
Utah,49023,Juab County,Nephi
Utah,49025,Kane County,Kanab
Utah,49027,Millard County,Fillmore
Utah,49029,Morgan County,Morgan
Utah,49031,Piute County,Junction
Utah,49033,Rich County,Randolph
Utah,49035,Salt Lake County,Salt Lake City
Utah,49037,San Juan County,Monticello
Utah,49037,San Juan County,Monticello
Utah,49039,Sanpete County,Manti
Utah,49041,Sevier County,Richfield
Utah,49043,Summit County,Coalville
Utah,49045,Tooele County,Tooele
Utah,49047,Uintah County,Vernal
Utah,49049,Utah County,Provo
Utah,49051,Wasatch County,Heber City
Utah,49053,Washington County,St. George
Utah,49055,Wayne County,Loa
Utah,49057,Weber County,Ogden
Vermont,50001,Addison County,Middlebury
Vermont,50003,Bennington County,Manchester
Vermont,50005,Caledonia County,St. Johnsbury
Vermont,50007,Chittenden County,Burlington
Vermont,50009,Essex County,Guildhall
Vermont,50011,Franklin County,St. Albans
Vermont,50013,Grand Isle County,North Hero
Vermont,50015,Lamoille County,Hyde Park
Vermont,50017,Orange County,Chelsea
Vermont,50019,Orleans County,Newport
Vermont,50021,Rutland County,Rutland
Vermont,50023,Washington County,Montpelier
Vermont,50025,Windham County,Newfane
Vermont,50027,Windsor County,Woodstock
Virginia,51001,Accomack County,Accomac
Virginia,51003,Albemarle County,Charlottesville
Virginia,51005,Alleghany County,Covington
Virginia,51007,Amelia County,Amelia Court House
Virginia,51009,Amherst County,Amherst
Virginia,51011,Appomattox County,Appomattox
Virginia,51013,Arlington County,Arlington
Virginia,51015,Augusta County,Staunton
Virginia,51017,Bath County,Warm Springs
Virginia,51019,Bedford County,Bedford
Virginia,51021,Bland County,Bland
Virginia,51023,Botetourt County,Fincastle
Virginia,51025,Brunswick County,Lawrenceville
Virginia,51027,Buchanan County,Grundy
Virginia,51029,Buckingham County,Buckingham
Virginia,51031,Campbell County,Rustburg
Virginia,51033,Caroline County,Bowling Green
Virginia,51035,Carroll County,Hillsville
Virginia,51036,Charles City County,Charles City
Virginia,51037,Charlotte County,Charlotte Court House
Virginia,51041,Chesterfield County,Chesterfield
Virginia,51043,Clarke County,Berryville
Virginia,51045,Craig County,New Castle
Virginia,51047,Culpeper County,Culpeper
Virginia,51049,Cumberland County,Cumberland
Virginia,51051,Dickenson County,Clintwood
Virginia,51053,Dinwiddie County,Dinwiddie
Virginia,51057,Essex County,Tappahannock
Virginia,51059,Fairfax County,Fairfax
Virginia,51061,Fauquier County,Warrenton
Virginia,51063,Floyd County,Floyd
Virginia,51065,Fluvanna County,Palmyra
Virginia,51067,Franklin County,Rocky Mount
Virginia,51069,Frederick County,Winchester
Virginia,51071,Giles County,Pearisburg
Virginia,51073,Gloucester County,Gloucester
Virginia,51075,Goochland County,Goochland
Virginia,51077,Grayson County,Independence
Virginia,51079,Greene County,Stanardsville
Virginia,51081,Greensville County,Emporia
Virginia,51083,Halifax County,Halifax
Virginia,51085,Hanover County,Hanover
Virginia,51087,Henrico County,Laurel
Virginia,51089,Henry County,Martinsville
Virginia,51091,Highland County,Monterey
Virginia,51093,Isle of Wight County,Isle of Wight
Virginia,51095,James City County,Williamsburg
Virginia,51097,King and Queen County,King and Queen Court House
Virginia,51099,King George County,King George
Virginia,51101,King William County,King William
Virginia,51103,Lancaster County,Lancaster
Virginia,51105,Lee County,Jonesville
Virginia,51107,Loudoun County,Leesburg
Virginia,51109,Louisa County,Louisa
Virginia,51111,Lunenburg County,Lunenburg
Virginia,51113,Madison County,Madison
Virginia,51115,Mathews County,Mathews
Virginia,51117,Mecklenburg County,Boydton
Virginia,51119,Middlesex County,Saluda
Virginia,51121,Montgomery County,Christiansburg
Virginia,51125,Nelson County,Lovingston
Virginia,51127,New Kent County,New Kent
Virginia,51131,Northampton County,Eastville
Virginia,51133,Northumberland County,Heathsville
Virginia,51135,Nottoway County,Nottoway
Virginia,51137,Orange County,Orange
Virginia,51139,Page County,Luray
Virginia,51141,Patrick County,Stuart
Virginia,51143,Pittsylvania County,Chatham
Virginia,51145,Powhatan County,Powhatan
Virginia,51147,Prince Edward County,Farmville
Virginia,51149,Prince George County,Prince George
Virginia,51153,Prince William County,Manassas
Virginia,51155,Pulaski County,Pulaski
Virginia,51157,Rappahannock County,Washington
Virginia,51159,Richmond County,Warsaw
Virginia,51161,Roanoke County,Salem
Virginia,51163,Rockbridge County,Lexington
Virginia,51165,Rockingham County,Harrisonburg
Virginia,51167,Russell County,Lebanon
Virginia,51169,Scott County,Gate City
Virginia,51171,Shenandoah County,Woodstock
Virginia,51173,Smyth County,Marion
Virginia,51175,Southampton County,Courtland
Virginia,51177,Spotsylvania County,Spotsylvania Courthouse
Virginia,51179,Stafford County,Stafford
Virginia,51181,Surry County,Surry
Virginia,51183,Sussex County,Sussex
Virginia,51185,Tazewell County,Tazewell
Virginia,51187,Warren County,Front Royal
Virginia,51191,Washington County,Abingdon
Virginia,51193,Westmoreland County,Montross
Virginia,51195,Wise County,Wise
Virginia,51197,Wythe County,Wytheville
Virginia,51199,York County,Yorktown
Washington,53001,Adams County,Ritzville
Washington,53003,Asotin County,Asotin
Washington,53005,Benton County,Prosser
Washington,53007,Chelan County,Wenatchee
Washington,53009,Clallam County,Port Angeles
Washington,53011,Clark County,Vancouver
Washington,53013,Columbia County,Dayton
Washington,53015,Cowlitz County,Kelso
Washington,53017,Douglas County,Waterville
Washington,53019,Ferry County,Republic
Washington,53021,Franklin County,Pasco
Washington,53023,Garfield County,Pomeroy
Washington,53025,Grant County,Ephrata
Washington,53027,Grays Harbor County,Montesano
Washington,53029,Island County,Coupeville
Washington,53031,Jefferson County,Port Townsend
Washington,53033,King County,Seattle
Washington,53035,Kitsap County,Port Orchard
Washington,53037,Kittitas County,Ellensburg
Washington,53039,Klickitat County,Goldendale
Washington,53041,Lewis County,Chehalis
Washington,53043,Lincoln County,Davenport
Washington,53045,Mason County,Shelton
Washington,53047,Okanogan County,Okanogan
Washington,53049,Pacific County,South Bend
Washington,53051,Pend Oreille County,Newport
Washington,53053,Pierce County,Tacoma
Washington,53055,San Juan County,Friday Harbor
Washington,53057,Skagit County,Mount Vernon
Washington,53059,Skamania County,Stevenson
Washington,53061,Snohomish County,Everett
Washington,53063,Spokane County,Spokane
Washington,53065,Stevens County,Colville
Washington,53067,Thurston County,Olympia
Washington,53069,Wahkiakum County,Cathlamet
Washington,53071,Walla Walla County,Walla Walla
Washington,53073,Whatcom County,Bellingham
Washington,53075,Whitman County,Colfax
Washington,53077,Yakima County,Yakima
West Virginia,54001,Barbour County,Philippi
West Virginia,54003,Berkeley County,Martinsburg
West Virginia,54005,Boone County,Madison
West Virginia,54007,Braxton County,Sutton
West Virginia,54009,Brooke County,Wellsburg
West Virginia,54011,Cabell County,Huntington
West Virginia,54013,Calhoun County,Grantsville
West Virginia,54015,Clay County,Clay
West Virginia,54017,Doddridge County,West Union
West Virginia,54019,Fayette County,Fayetteville
West Virginia,54021,Gilmer County,Glenville
West Virginia,54023,Grant County,Petersburg
West Virginia,54025,Greenbrier County,Lewisburg
West Virginia,54027,Hampshire County,Romney
West Virginia,54029,Hancock County,New Cumberland
West Virginia,54031,Hardy County,Moorefield
West Virginia,54033,Harrison County,Clarksburg
West Virginia,54035,Jackson County,Ripley
West Virginia,54037,Jefferson County,Charles Town
West Virginia,54039,Kanawha County,Charleston
West Virginia,54041,Lewis County,Weston
West Virginia,54043,Lincoln County,Hamlin
West Virginia,54045,Logan County,Logan
West Virginia,54049,Marion County,Fairmont
West Virginia,54051,Marshall County,Moundsville
West Virginia,54053,Mason County,Point Pleasant
West Virginia,54047,McDowell County,Welch
West Virginia,54055,Mercer County,Princeton
West Virginia,54057,Mineral County,Keyser
West Virginia,54059,Mingo County,Williamson
West Virginia,54061,Monongalia County,Morgantown
West Virginia,54063,Monroe County,Union
West Virginia,54065,Morgan County,Berkeley Springs
West Virginia,54067,Nicholas County,Summersville
West Virginia,54069,Ohio County,Wheeling
West Virginia,54071,Pendleton County,Franklin
West Virginia,54073,Pleasants County,St. Marys
West Virginia,54075,Pocahontas County,Marlinton
West Virginia,54077,Preston County,Kingwood
West Virginia,54079,Putnam County,Winfield
West Virginia,54081,Raleigh County,Beckley
West Virginia,54083,Randolph County,Elkins
West Virginia,54085,Ritchie County,Harrisville
West Virginia,54087,Roane County,Spencer
West Virginia,54089,Summers County,Hinton
West Virginia,54091,Taylor County,Grafton
West Virginia,54093,Tucker County,Parsons
West Virginia,54095,Tyler County,Middlebourne
West Virginia,54097,Upshur County,Buckhannon
West Virginia,54099,Wayne County,Wayne
West Virginia,54101,Webster County,Webster Springs
West Virginia,54103,Wetzel County,New Martinsville
West Virginia,54105,Wirt County,Elizabeth
West Virginia,54107,Wood County,Parkersburg
West Virginia,54109,Wyoming County,Pineville
Wisconsin,55001,Adams County,Friendship
Wisconsin,55003,Ashland County,Ashland
Wisconsin,55005,Barron County,Barron
Wisconsin,55007,Bayfield County,Washburn
Wisconsin,55009,Brown County,Green Bay
Wisconsin,55011,Buffalo County,Alma
Wisconsin,55013,Burnett County,Siren
Wisconsin,55015,Calumet County,Chilton
Wisconsin,55017,Chippewa County,Chippewa Falls
Wisconsin,55019,Clark County,Neillsville
Wisconsin,55021,Columbia County,Portage
Wisconsin,55023,Crawford County,Prairie du Chien
Wisconsin,55025,Dane County,Madison
Wisconsin,55027,Dodge County,Juneau
Wisconsin,55029,Door County,Sturgeon Bay
Wisconsin,55031,Douglas County,Superior
Wisconsin,55033,Dunn County,Menomonie
Wisconsin,55035,Eau Claire County,Eau Claire
Wisconsin,55037,Florence County,Florence
Wisconsin,55039,Fond du Lac County,Fond du Lac
Wisconsin,55041,Forest County,Crandon
Wisconsin,55043,Grant County,Lancaster
Wisconsin,55045,Green County,Monroe
Wisconsin,55047,Green Lake County,Green Lake
Wisconsin,55049,Iowa County,Dodgeville
Wisconsin,55051,Iron County,Hurley
Wisconsin,55053,Jackson County,Black River Falls
Wisconsin,55055,Jefferson County,Jefferson
Wisconsin,55057,Juneau County,Mauston
Wisconsin,55059,Kenosha County,Kenosha
Wisconsin,55061,Kewaunee County,Kewaunee
Wisconsin,55063,La Crosse County,La Crosse
Wisconsin,55065,Lafayette County,Darlington
Wisconsin,55067,Langlade County,Antigo
Wisconsin,55069,Lincoln County,Merrill
Wisconsin,55071,Manitowoc County,Manitowoc
Wisconsin,55073,Marathon County,Wausau
Wisconsin,55075,Marinette County,Marinette
Wisconsin,55077,Marquette County,Montello
Wisconsin,55078,Menominee County,Keshena
Wisconsin,55079,Milwaukee County,Milwaukee
Wisconsin,55081,Monroe County,Sparta
Wisconsin,55083,Oconto County,Oconto
Wisconsin,55085,Oneida County,Rhinelander
Wisconsin,55087,Outagamie County,Appleton
Wisconsin,55089,Ozaukee County,Port Washington
Wisconsin,55091,Pepin County,Durand
Wisconsin,55093,Pierce County,Ellsworth
Wisconsin,55095,Polk County,Balsam Lake
Wisconsin,55097,Portage County,Stevens Point
Wisconsin,55099,Price County,Phillips
Wisconsin,55101,Racine County,Racine
Wisconsin,55103,Richland County,Richland Center
Wisconsin,55105,Rock County,Janesville
Wisconsin,55107,Rusk County,Ladysmith
Wisconsin,55111,Sauk County,Baraboo
Wisconsin,55113,Sawyer County,Hayward
Wisconsin,55115,Shawano County,Shawano
Wisconsin,55117,Sheboygan County,Sheboygan
Wisconsin,55109,St. Croix County,Hudson
Wisconsin,55119,Taylor County,Medford
Wisconsin,55121,Trempealeau County,Whitehall
Wisconsin,55123,Vernon County,Viroqua
Wisconsin,55125,Vilas County,Eagle River
Wisconsin,55127,Walworth County,Elkhorn
Wisconsin,55129,Washburn County,Shell Lake
Wisconsin,55131,Washington County,West Bend
Wisconsin,55133,Waukesha County,Waukesha
Wisconsin,55135,Waupaca County,Waupaca
Wisconsin,55137,Waushara County,Wautoma
Wisconsin,55139,Winnebago County,Oshkosh
Wisconsin,55141,Wood County,Wisconsin Rapids
Wyoming,56001,Albany County,Laramie
Wyoming,56003,Big Horn County,Basin
Wyoming,56003,Big Horn County,Basin
Wyoming,56005,Campbell County,Gillette
Wyoming,56007,Carbon County,Rawlins
Wyoming,56009,Converse County,Douglas
Wyoming,56011,Crook County,Sundance
Wyoming,56013,Fremont County,Lander
Wyoming,56015,Goshen County,Torrington
Wyoming,56017,Hot Springs County,Thermopolis
Wyoming,56019,Johnson County,Buffalo
Wyoming,56021,Laramie County,Cheyenne
Wyoming,56023,Lincoln County,Kemmerer
Wyoming,56025,Natrona County,Casper
Wyoming,56027,Niobrara County,Lusk
Wyoming,56029,Park County,Cody
Wyoming,56029,Park County,Cody
Wyoming,56031,Platte County,Wheatland
Wyoming,56033,Sheridan County,Sheridan
Wyoming,56035,Sublette County,Pinedale
Wyoming,56037,Sweetwater County,Green River
Wyoming,56039,Teton County,Jackson
Wyoming,56039,Teton County,Jackson
Wyoming,56041,Uinta County,Evanston
Wyoming,56043,Washakie County,Worland
Wyoming,56045,Weston County,Newcastle
